web-scraper-order,web-scraper-start-url,stars,review,comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392162-8083,https://www.taptap.com/app/134490/review?order=default&page=5,width:,14px,xswl这个闯关模式先不提，这个绝地求生我连开了3次才避免了掉虚空正常进入地面，100个里面99个npc，而且按理来说npc直接不应该也会互相攻击吗？这可是绝地求生啊，只要你一跑所有的npc就都来攻击你然后把你强行打死，然后跳出氪金页面，我要变强!,mdzz，给我整乐了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392155-8025,https://www.taptap.com/app/134490/review?order=default&page=8,width:,14px,（´•,ω,•,）......我已经不知道如何形容了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392131-7802,https://www.taptap.com/app/134490/review?order=default&page=19,width:,14px,五环绝地求生就到地下,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392162-8098,https://www.taptap.com/app/134490/review?order=default&page=5,width:,42px,挺好的游戏，你们也别说他，只要细心观察，就能发现这个游戏多么好玩啊！首先，他这款游戏的人物建模运用了高端的建模技术，技术员将自己毕生的精力用在这上面，死亡无数，终于贱成了一个纸片人，再进入游戏，你会发现，这游戏太简单了，无论是我，还是我儿子，甚至是一只狗，都能愉快地玩耍，这才是真正做到了游戏的全面性啊！饥荒***抄袭游戏，要好好学学他，不要老是搞什么体验优化，角色更新，优秀建模，要好好学学它优秀的氪金技术，轻轻一点，便能让你享尽游戏里的繁华，你就会觉得，再充十个亿都很值，这样，你就会觉得：这尼玛是什么破玩意啊！！！！！！！！！！！！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392153-8008,https://www.taptap.com/app/134490/review?order=default&page=9,width:,14px,我的世界和迷你世界都是抄袭这个游戏的,我知道这个游戏是师祖,这个游戏也非常好玩兄弟们把我提上去让所有人都知道我是个shab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392077-7398,https://www.taptap.com/app/134490/review?order=default&page=39,width:,14px,看到这么多人骂我就放心了，开发商要点脸吧,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392064-7275,https://www.taptap.com/app/134490/review?order=default&page=45,width:,14px,我曹！！竟然抄饥荒，饥荒的草原地皮和这里的一样。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392174-8145,https://www.taptap.com/app/134490/review?order=default&page=2,width:,14px,封面是贪婪洞窟内容是饥荒背景故事是森林就连名字都天猫的懒得想了☺人物模型动作就跟我小时候看过动画片一样这个游戏好，一次蹭3热度其实真正的名字是迷你我的世界生存战争贪婪洞窟森林饥荒这款游戏的精髓估计就像是跟他的前辈一样继承了大部分国产游戏的作风吧负星。因为游戏几乎没有一处是原创的(似乎)超差评。就因为一点都不用心！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392098-7559,https://www.taptap.com/app/134490/review?order=default&page=31,width:,14px,我的世界?生存战争?饥荒?垃圾游戏!垃圾厂商,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392082-7452,https://www.taptap.com/app/134490/review?order=default&page=37,width:,14px,作为一个饥友，我看到了什么？兄弟们，告诉我，这不是真的，,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392098-7569,https://www.taptap.com/app/134490/review?order=default&page=31,width:,14px,为了作者不要脸的抄袭精神，一星奖励你一下😄（要不是不能打零星，一星都不想给）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392086-7493,https://www.taptap.com/app/134490/review?order=default&page=35,width:,14px,真的是跟玩家渐行渐远了hhhhhhhh年度搞笑抄袭人TOP5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392129-7777,https://www.taptap.com/app/134490/review?order=default&page=20,width:,14px,我的世界https://www.taptap.com/app/506+生存战争https://www.taptap.com/app/11534+饥荒https://www.taptap.com/app/12800=我的世界生存战争,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392153-8010,https://www.taptap.com/app/134490/review?order=default&page=9,width:,14px,这游戏多好啊，看这游戏的主体风格，我会想起《饥荒》，看游戏名称我会想起《我的世界》和《生存战争》。总体来说，抄袭可耻！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392084-7464,https://www.taptap.com/app/134490/review?order=default&page=36,width:,14px,这个……，应该算抄袭界大佬了吧，名字抄MC，画风抄MN，玩法抄吃鸡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392140-7881,https://www.taptap.com/app/134490/review?order=default&page=15,width:,14px,游戏莫名其妙的会卡，并不是我的手机在卡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392098-7557,https://www.taptap.com/app/134490/review?order=default&page=31,width:,14px,趁饥荒手机正式版出来前捞一笔的吧→_→,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392105-7623,https://www.taptap.com/app/134490/review?order=default&page=28,width:,14px,抄袭严重，画面差劲。第一次评价的时候山寨饥荒船难，第二次评价的时候山寨我的世界和吃鸡。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392096-7548,https://www.taptap.com/app/134490/review?order=default&page=32,width:,14px,太难看了，很多饥荒里有的这里也没有,,而且名字也应该叫饥荒抄袭丑化版,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392123-7726,https://www.taptap.com/app/134490/review?order=default&page=23,width:,14px,评分感人！名字模仿我的世界和生存战争！游戏模仿饥荒！本来只想给0星的！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392153-8009,https://www.taptap.com/app/134490/review?order=default&page=9,width:,14px,我看到标题还觉得哇好棒哦，然后看见了游戏的图标画风有点像饥荒，我想可能是我弄错了吧，就一个图标像就打草惊蛇说抄袭结果我一进来，***，这他妈不是饥荒是什么早点下架吧，太垃圾了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392153-8017,https://www.taptap.com/app/134490/review?order=default&page=9,width:,14px,这是我见过最厉害的游戏没有之一。首先是画风，这画风是真的好看，看的我的眼睛都觉得有点辣辣的，然后是服装，那服装可以说是非常“便宜”而且又“好看”了还有非常多的“优点”我就不说了自己玩了就知道。而且为什么总是要拿这游戏跟饥荒比呢？玩过饥荒的都知道这游戏哪点“比不上”饥荒。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392125-7745,https://www.taptap.com/app/134490/review?order=default&page=22,width:,14px,牛批！首先点进来一看游戏名就抄袭了两款游戏，其次游戏模式抄袭了饥荒。这作者是认真的吗。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392069-7323,https://www.taptap.com/app/134490/review?order=default&page=43,width:,14px,无力吐槽了，希望tap尽快把这个游戏下架。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392151-7980,https://www.taptap.com/app/134490/review?order=default&page=10,width:,14px,抄袭，没啥好说的,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392067-7310,https://www.taptap.com/app/134490/review?order=default&page=44,width:,14px,画面太差，不管是不是抄袭，游戏操作音乐画质都是因素,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392159-8060,https://www.taptap.com/app/134490/review?order=default&page=6,width:,14px,广告:点一下玩1秒，装备花了亿元钱，我从未见过，如此好玩的游戏😃(已关注我要看看这个神奇的游戏如何在抄袭的路上走下去)不说了，我要赶紧下了玩玩。一一一一一一一一一一一一一一一一一一一一一一一玩完回来做真正的评论，真正评论:这款这款神奇的游戏已经融合了三款游戏的精髓。成功的让我感受到这款游戏真的烂的是前无古人后无来者。实在编不下去了已举报不谢😊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392107-7643,https://www.taptap.com/app/134490/review?order=default&page=27,width:,14px,屎上最差劲最盗版的游戏之一，要不是必须打一星我连分都不想给,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392164-8111,https://www.taptap.com/app/134490/review?order=default&page=4,width:,14px,饥荒是我个人最喜欢的一款生存游戏，剧情引人入胜，玩法画面新奇，而且相比现在的国内泰拉瑞亚和我的世界算是一股清流，为什么一些人就一定要去破坏它，乐逗泰拉瑞亚倒了，网易的我的世界实在不敢恭维，现在这算什么，迷你饥荒？这就是国内生存游戏的悲惨命运？我玩了10钟这款游戏，果断一星，但是。这一星是给类饥荒的画风，虽然做的也十分粗制滥造。希望一些游戏“作者”不要再生搬硬套，然后就伸手要钱。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392136-7853,https://www.taptap.com/app/134490/review?order=default&page=17,width:,14px,深圳库恩抄袭不要脸，古人云：“树不要皮，坚韧无比。人不要脸，天下无敌¡”所以，我只能说***¿@“”%®*<₩……,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392138-7859,https://www.taptap.com/app/134490/review?order=default&page=16,width:,14px,我来说一说他到底抄袭了多少：名字，这个大家都知道吧，这就不多说了，饱食度口渴度，抄袭了一个叫森林的游戏，饥荒的玩法，饥荒的人物，可能还有更多，欢迎补充,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392105-7632,https://www.taptap.com/app/134490/review?order=default&page=28,width:,14px,哇，这年头，迷你世界都能被抄袭，请容我笑一会哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈......（断气身亡:-),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392176-8168,https://www.taptap.com/app/134490/review?order=default&page=1,width:,14px,来晚了，看了大家的评价我不敢***同，抱着不能你们说这游戏烂我就信，我就喷的态度下载试玩了这款游戏，说实话这款游戏还是有很多不错的地方的首先进入界面，哇⊙∀⊙！，五六个充值礼包立即就亮闪闪的进入了我的眼帘，精美的图标闪着白光不断勾起我氪金的欲望，这一设定完全照顾到了新手玩家粗心找不到充值界面的尴尬，，还有无时无刻弹出的购物广告无不提醒着我快过年了要赶紧买年货和新衣的体贴，不得不说作者真是用心良苦说完界面接着进入游戏先试玩绝地求生模式，发现这款游戏作者充分理解大多数萌新玩家或者对于这款多元素结合的游戏的不了解，开局先让玩家沉入地底，完美上帝视角审视地图结构和布局，此时镜头移向右手，右手边是绝美的夕阳和云彩构成的风景线，在求生的疲乏中还能慰藉心灵，在这里不得不佩服作者的心思缜密。在几次重登还是进不去游戏后发现我可能是我对游戏的理解还不够高深，还不能完美体验这个模式的乐趣，于是我的目光移向了任务模式，在初次尝试后就完美进去游戏体验了一番，试玩后发现诸多打破游戏常规的操作让我真正意识到作者真是一个游戏鬼才——有门窗却进不去的房子，自带倍镜开镜却要印度信仰瞄准的枪等等等等无不说明了作者不与俗人***同的标新立异，鼓掌👏👏👏👏👏最后总结一下：介款游戏1,它元素众多，玩法新颖。2,充值界面精美（关键都是超值大礼包，作者都亏哭了好吗！）。3,对玩家体验考虑周全。4,换弹声效真实（这个是真的😂）总结完毕，快过年了在这里，这个平台上我就对作者说几句吉祥话：在这里我祝作者光阴似箭，转瞬即逝，阖家**，******,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392082-7438,https://www.taptap.com/app/134490/review?order=default&page=37,width:,14px,生存战争，我的世界饥荒，这些作者都会集合打他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392174-8151,https://www.taptap.com/app/134490/review?order=default&page=2,width:,14px,我估计以后这游戏的水军会这么说：饥荒其实是中国一位老人发明的，在老人发行游戏的前去世了，后来被饥荒现在的发行者看见了，就盗版来先发行了。然后老人的家人看见了才把这游戏发行出来……首先作为我的世界还有饥荒的玩家，我热爱这两款游戏，看到这个盗版货我真的是服了。你自己想一个名字很难吗？看看人家迷你世界，人家还要点脸的改了个名字。其次，你这游戏是面向哪个年龄段的？如果是给小孩子玩的那为什么要有那么多氪金项目？最后我想说，我爱MC，我爱饥荒，我更爱中国！（水军可以走开了）（批注：此评论已复制，你删一次我发一次）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392116-7674,https://www.taptap.com/app/134490/review?order=default&page=26,width:,14px,我就想问问这个UI界面控制是迷你的吧？画风是我的世界的吧？玩法是CS还是战地……啊？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392162-8100,https://www.taptap.com/app/134490/review?order=default&page=5,width:,14px,我觉着TapTap不应该让这种赤果果抄袭的游戏进入。要他们能滚多远是多远，中国的游戏界会被这群小人毁掉呢。好像只要能赚钱，什么都可以不顾，这样的拿来主义，中国游戏界的兴旺，指日可待，，，，,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392125-7746,https://www.taptap.com/app/134490/review?order=default&page=22,width:,14px,垃圾游戏▬▬▬▬.◙.▬▬▬▬▂▄▄▓▄▄▂◢◤,█▀▀████▄▄▄▄◢◤█炸,死,迷,你█▀▀▀▀▀▀▀╬◥██████◤══╩══╩══,长按后松手复制▬▬▬▬.◙.▬▬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392116-7666,https://www.taptap.com/app/134490/review?order=default&page=26,width:,14px,这个已经不是像不像某个游戏的问题了，制作组真的不能走走心么,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392105-7629,https://www.taptap.com/app/134490/review?order=default&page=28,width:,14px,图标都不改下？？这抄袭的太认真了，为什么这种垃圾游戏我能在排行里翻到？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392166-8128,https://www.taptap.com/app/134490/review?order=default&page=3,width:,14px,你们都没有玩就给差评，也真是服气了，就因为游戏名字？游戏名字能说明问题吗？等你下载下来玩上一会，你就会发现，这特么什么几把玩意？战役每一关起的名字都挺洋气，有一关我以为要去拆炸弹，可进去之后打死一个敌人，任务完成了，对，完成了。没有走位，没有随机拾取物品，随处可见的空气墙，没有跳伞，没有毒圈，全是电脑跟你玩。就这个游戏，你让我用修改器我都懒得用，充钱？会有人充的，而且很容易这个游戏就可以赚回成本，因为实在没什么成本。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392134-7833,https://www.taptap.com/app/134490/review?order=default&page=18,width:,14px,游戏主界面抄袭贪婪洞窟，游戏玩法和游戏操作界面和地图抄袭饥荒，游戏背景剧情抄袭森林，这些都先放着，你连个游戏名字自己都想不出来都要抄?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392067-7297,https://www.taptap.com/app/134490/review?order=default&page=44,width:,14px,这怕是tap上分数最低的游戏了吧？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392166-8126,https://www.taptap.com/app/134490/review?order=default&page=3,width:,14px,国产优秀作品一点不比《饥荒》差你看看，《饥荒》里有兔子，这里也有《饥荒》里有乌鸦，这里也有，连降落方式都是熟悉的垂直下落呢诶，那浆果旁边也有火鸡哈诶，这个石头长的怎么这么眼熟诶，这个mod《饥荒》噢，不对，《我的世界生存战争》自带啊，真是用心良苦啊不给个5星，我都觉得对不住开发商人家费这么大劲，让你们感受到中式西餐的味道，你们不管吃没吃，都要zici国惨啊国产正因为这样优秀的游戏才能焕发光芒啊5星，从右向左，第5个星，emmmm，好像没毛病,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392103-7597,https://www.taptap.com/app/134490/review?order=default&page=29,width:,14px,名字上都抄写两个游戏，我的世界还有生存战争。画风完全是抄袭饥荒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392088-7496,https://www.taptap.com/app/134490/review?order=default&page=34,width:,14px,"Garbage, don't want to give a star.  Not only copy the mini world, but also copy the Jedi to survive.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392090-7533,https://www.taptap.com/app/134490/review?order=default&page=33,width:,14px,比起迷你世界抄袭mc，我觉得这款游戏才是秀的我一脸狗血。。。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392125-7747,https://www.taptap.com/app/134490/review?order=default&page=22,width:,14px,抄袭的淋漓尽致，在这你可以玩到迷你世界。我的世界。吃鸡。cf。角色迷你的，画风mc的，1星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392134-7834,https://www.taptap.com/app/134490/review?order=default&page=18,width:,14px,胡说八道，这款游戏不仅融合了我的世界和绝地求生，还把我的世界的儿子（迷你世界）融合了那个界面，那个人物和模型和操作界面，不是在逗我吗？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392144-7931,https://www.taptap.com/app/134490/review?order=default&page=13,width:,28px,对于国产的这种（借鉴）行为，其实我们都见怪不怪了，但是最起码你得做的好一点吧。画质粗糙，物品稀少，地形就三个。有房子很不错，但是制造时间也太长了吧！但是我还是要资辞一下国产，四星那就，不过方向反调的四星。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392073-7360,https://www.taptap.com/app/134490/review?order=default&page=41,width:,14px,一星都不想给,抄袭这么明显把我们玩家当傻子吗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392144-7919,https://www.taptap.com/app/134490/review?order=default&page=13,width:,14px,这游戏抄袭迷你世界，可以（哈哈哈哈）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392149-7966,https://www.taptap.com/app/134490/review?order=default&page=11,width:,14px,要是真的把三个游戏都融合那才叫厉害，但这抄的也太没水平了吧……,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392176-8178,https://www.taptap.com/app/134490/review?order=default&page=1,width:,14px,这。。。这实在是太棒了!⊙▽⊙从来没有什么游戏能做的这么漂亮!从来没有见过这么简约的游戏画面⊙▽⊙从来没有闪退!从来没有游戏能有这么多种玩法!⊙▽⊙绝对没有抄袭!绝对没有坑钱!每天登陆还送礼包!这*一样的操作手感简直把我惊呆了!点开游戏就是一个捆绑安装这熟悉的玩法总让你有一种似曾相识的感觉!这熟悉的画风宗让你有一种似曾相识的感觉!这熟悉的枪!这熟悉的模式!这熟悉的皮肤!这熟悉的人物!天啊!这绝对是游戏界的一股猩猩!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392144-7922,https://www.taptap.com/app/134490/review?order=default&page=13,width:,14px,抄袭抄的都不走心，名字无脑直接搬两个游戏，内容更是明目张胆搬饥荒，搬也搬不好，这人物动作看得我尴尬癌犯了，一句话送策划，YNMDGH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392098-7565,https://www.taptap.com/app/134490/review?order=default&page=31,width:,14px,丧尸打开开发者的脑袋，无奈的摇了摇头，旁边的屎壳郎双眼一亮(￣Д￣)ﾉ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392064-7277,https://www.taptap.com/app/134490/review?order=default&page=45,width:,14px,这是高手，把迷你和我的世界都盗了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392166-8141,https://www.taptap.com/app/134490/review?order=default&page=3,width:,14px,起初让我玩这个游戏我是拒绝的，因为不能你叫我玩，我就玩。===================分线==================你看这个画质，哟！它又糙又渣。这个角色，又chou又氪金。这个操作，又骚又疼。===================分线==================港真的，这个游戏抄袭得很失败，它的各方面都像粗制滥造的洗jio水，它真的触碰我的底线了，我以为迷你才是抄袭大作，看到这款“抵制盗版游戏”的游戏后我，沉默了。你们自己体验吧！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392134-7815,https://www.taptap.com/app/134490/review?order=default&page=18,width:,14px,大家千万不要下载，下载后悔一生,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392079-7427,https://www.taptap.com/app/134490/review?order=default&page=38,width:,14px,我的世界竟然如此的像迷你。我的天呐。一分。如果有0.00000000001就好了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392125-7739,https://www.taptap.com/app/134490/review?order=default&page=22,width:,14px,抄MC，抄迷你屎界，抄吃鸡，点哪都是广告，点哪都是充值，评分竟然比迷你屎界的1.5分高0.1分，真是奇迹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392105-7634,https://www.taptap.com/app/134490/review?order=default&page=28,width:,14px,不想说什么，看到这个宣传片就垃圾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
